y,x1,x2,x3,x4,x5,x6
1341,R400 ,R466 ,18120.18,1.06,81178,3
1342,R100 ,R141 ,15531.83,0.91,81296,5
1344,R400 ,R469 ,22846.31,1.33,82594,2
1345,R400 ,R450 ,13408.56,0.78,80360,2
1346,R300 ,R369 ,14549.77,0.85,94357,4
1347,R300 ,R353 ,12193.9,0.71,94361,6
1348,R400 ,R468 ,15041.11,0.88,80072,1
1349,R300 ,R337 ,13841.34,0.81,79596,4
1350,R100 ,R138 ,30718.17,1.79,95521,5
1351,R100 ,R111 ,24733.96,1.44,100835,5
1352,R100 ,R101 ,19718.35,1.15,94257,5
1353,R100 ,R118 ,15134.69,0.88,84225,7
1354,R300 ,R327 ,17198.42,1,94215,6
1355,R200 ,R262 ,15925.03,0.93,80115,10
1356,R100 ,R101 ,21051.73,1.23,103397,5
1357,R300 ,R373 ,13590.44,0.79,79802,8
1358,R400 ,R459 ,10900.3,0.64,77528,2
1359,R300 ,R311 ,14125.21,0.82,95097,6
1360,R300 ,R377 ,18079.46,1.05,85527,9
1361,R300 ,R375 ,13041.25,0.76,82293,9
1362,R200 ,R236 ,31221.44,1.82,85097,9
1363,R200 ,R220 ,16885.45,0.98,85327,9
1364,R100 ,R140 ,15796.29,0.92,95279,5
1365,R400 ,R422 ,16904.97,0.99,79025,2
1366,R100 ,R138 ,19422.64,1.13,95278,5
1367,R300 ,R369 ,21935.64,1.28,95279,4
1368,R300 ,R321 ,15959.63,0.93,95107,6
1369,R300 ,R353 ,20938.86,1.22,97765,6
1370,R300 ,R351 ,21402.18,1.25,94830,4
1371,R300 ,R355 ,18402.2,1.07,78748,4
1372,R100 ,R175 ,18704.56,1.09,98021,8
1373,R400 ,R460 ,12884.8,0.75,80056,1
1374,R400 ,R428 ,15221.4,0.89,80795,1
1375,R100 ,R126 ,18618.96,1.09,83566,5
1376,R300 ,R359 ,17153.75,1,94993,4
1377,R300 ,R303 ,14410.68,0.84,95711,6
1378,R400 ,R450 ,19715.08,1.15,85219,2
1380,R300 ,R346 ,47074.8,2.75,79595,4
1381,R100 ,R171 ,12612.89,0.74,80521,5
1382,R300 ,R314 ,34903.38,2.04,94993,4
1383,R200 ,R244 ,15240.51,0.89,85622,9
1384,R200 ,R250 ,34506.5,2.01,85650,9
1385,R100 ,R112 ,15226.12,0.89,80772,5
1386,R300 ,R374 ,14175.13,0.83,80878,9
1388,R100 ,R123 ,13260.85,0.77,80152,7
1389,R400 ,R422 ,13918.33,0.81,81639,2
1390,R300 ,R346 ,15809.78,0.92,79934,4
1391,R300 ,R350 ,15032.69,0.88,79377,4
1392,R100 ,R123 ,31337.39,1.83,95000,7
1393,R100 ,R172 ,13678.93,0.8,79856,5
1394,R300 ,R335 ,14994.85,0.87,95605,4
1395,R300 ,R326 ,13013.86,0.76,95743,6
1396,R300 ,R303 ,17825.5,1.04,95078,6
1397,R300 ,R301 ,15724.42,0.92,94846,6
1398,R300 ,R301 ,24879.51,1.45,94864,6
1399,R300 ,R353 ,14691.16,0.86,79472,6
1400,R300 ,R336 ,13578.61,0.79,95628,4
1401,R400 ,R469 ,17203.32,1,84844,2
1402,R100 ,R115 ,13736.85,0.8,79895,5
1403,R100 ,R115 ,13620.81,0.79,84794,5
1404,R400 ,R428 ,13940.57,0.81,79683,1
1405,R200 ,R260 ,13101.65,0.76,79864,10
1406,R200 ,R260 ,15898.42,0.93,78002,10
1407,R200 ,R210 ,20547.2,1.2,76106,9
1408,R200 ,R236 ,27562.74,1.61,77741,9
1409,R200 ,R207 ,27878.23,1.63,84687,9
1410,R200 ,R201 ,32452.36,1.89,88936,9
1411,R200 ,R263 ,16017.4,0.93,79155,9
1413,R100 ,R175 ,15207.33,0.89,85438,8
1414,R400 ,R430 ,13957.06,0.81,77501,3
1415,R400 ,R448 ,18922.65,1.1,82904,3
1416,R400 ,R441 ,14708.29,0.86,80098,3
1417,R200 ,R213 ,15727.61,0.92,81041,9
1418,R200 ,R244 ,16708.99,0.97,78174,9
1419,R200 ,R260 ,18432.1,1.08,81868,10
1420,R300 ,R370 ,11546.59,0.67,62802,3
1421,R200 ,R260 ,17185.44,1,79427,9
1422,R200 ,R237 ,20517.5,1.2,78465,9
1423,R200 ,R206 ,13769.65,0.8,77332,9
1424,R200 ,R217 ,19904.37,1.16,80465,9
1425,R200 ,R263 ,20894.31,1.22,78662,9
1426,R200 ,R237 ,18938.16,1.1,79716,9
1427,R200 ,R233 ,20566.2,1.2,88324,9
1428,R200 ,R211 ,19987.72,1.17,78509,9
1429,R300 ,R379 ,12286.66,0.72,80337,9
1430,R300 ,R326 ,12633.06,0.74,94626,6
1431,R400 ,R441 ,26944.05,1.57,90013,3
1432,R300 ,R377 ,13568.45,0.79,79816,9
1435,R300 ,R364 ,15195.82,0.89,81361,6
1436,R100 ,R144 ,22996.24,1.34,78564,7
1437,R100 ,R141 ,20784.42,1.21,92520,5
1438,R200 ,R247 ,11378.66,0.66,59126,9
1439,R300 ,R376 ,16151.14,0.94,79653,9
1441,R400 ,R429 ,11597.57,0.68,60789,1
1442,R400 ,R429 ,31402.58,1.83,90993,1
1443,R400 ,R462 ,19582.85,1.14,73075,3
1444,R200 ,R258 ,41456.43,2.42,79606,10
1445,R100 ,R133 ,21046.09,1.23,94300,5
1446,R100 ,R133 ,12958.75,0.76,77910,5
1447,R100 ,R172 ,13750.87,0.8,79846,5
1448,R100 ,R124 ,20413.45,1.19,94866,5
1449,R300 ,R331 ,19998.13,1.17,82829,6
1450,R300 ,R331 ,15567.47,0.91,79546,6
1451,R300 ,R331 ,13618.26,0.79,79783,6
1452,R300 ,R337 ,13203.65,0.77,80883,4
1453,R300 ,R346 ,16843.49,0.98,80290,4
1454,R300 ,R320 ,15849.37,0.92,80019,4
1455,R100 ,R123 ,19161.4,1.12,94722,7
1456,R100 ,R124 ,17681.74,1.03,94306,5
1457,R300 ,R304 ,11364.39,0.66,94628,6
1458,R300 ,R304 ,17584.32,1.03,94658,6
1459,R300 ,R303 ,18111.48,1.06,94434,6
1460,R100 ,R145 ,11495.93,0.67,79898,5
1461,R300 ,R346 ,14904.54,0.87,94871,4
1462,R300 ,R373 ,14882.73,0.87,83934,9
1463,R100 ,R171 ,15408.63,0.9,80236,5
1464,R400 ,R461 ,11662.73,0.68,80767,2
1465,R100 ,R137 ,16060.82,0.94,80600,5
1466,R100 ,R134 ,15546.77,0.91,80184,5
1467,R400 ,R419 ,15155.51,0.88,80047,2
1468,R300 ,R348 ,18186.62,1.06,82108,4
1469,R300 ,R353 ,61312.57,3.58,80610,6
1470,R100 ,R167 ,16364.57,0.95,79786,6
1471,R100 ,R175 ,15954.86,0.93,95756,8
1472,R200 ,R211 ,13471.26,0.79,77852,9
1473,R300 ,R353 ,19010.14,1.11,95348,6
1474,R400 ,R461 ,15159.92,0.88,79873,3
1475,R400 ,R467 ,13767,0.8,80833,2
1476,R400 ,R467 ,14527.01,0.85,79280,2
1477,R400 ,R438 ,15080.73,0.88,79713,2
1478,R100 ,R169 ,13882.8,0.81,79796,3
1479,R100 ,R168 ,12891.86,0.75,79728,4
1480,R300 ,R367 ,13070.76,0.76,80034,4
1481,R100 ,R140 ,19755.47,1.15,84260,5
1482,R100 ,R136 ,14472.82,0.84,80809,5
1483,R100 ,R128 ,14561.18,0.85,79837,5
1484,R100 ,R163 ,18753.39,1.09,94822,5
1485,R200 ,R231 ,18068.32,1.05,80187,9
1486,R300 ,R335 ,18023.41,1.05,84388,4
1487,R100 ,R144 ,20972.67,1.22,84348,7
1489,R300 ,R302 ,12780.93,0.75,94372,6
1490,R300 ,R305 ,13568.24,0.79,79570,6
1491,R400 ,R446 ,16934.42,0.99,79942,2
1492,R400 ,R467 ,14625.56,0.85,79907,2
1493,R300 ,R350 ,16529.17,0.96,81017,4
1495,R400 ,R428 ,14986.81,0.87,79343,1
1496,R400 ,R468 ,13230.69,0.77,78045,1
1497,R300 ,R315 ,11006.6,0.64,79928,4
1499,R300 ,R340 ,14006.27,0.82,80166,4
1500,R100 ,R179 ,20110.3,1.17,94844,8
1501,R100 ,R177 ,20363.69,1.19,94939,8
1502,R200 ,R208 ,21349.7,1.25,85173,9
1504,R300 ,R372 ,19012.51,1.11,94142,4
1505,R300 ,R362 ,20788.14,1.21,94433,4
1506,R300 ,R321 ,28557.96,1.67,79612,6
1507,R200 ,R211 ,10823.89,0.63,82990,9
1508,R400 ,R467 ,17396.41,1.01,79605,2
1509,R100 ,R117 ,18392.96,1.07,79962,7
1510,R400 ,R461 ,11503.86,0.67,85690,3
1511,R300 ,R333 ,18266.55,1.07,80047,4
1512,R300 ,R367 ,18369.17,1.07,94925,4
1513,R100 ,R168 ,12302.6,0.72,79288,4
1514,R300 ,R321 ,11305.94,0.66,94433,6
1515,R100 ,R117 ,17495.95,1.02,82714,7
1516,R400 ,R468 ,10656.16,0.62,79472,1
1517,R300 ,R321 ,13371.28,0.78,94433,6
1518,R300 ,R365 ,17623.12,1.03,91271,4
1519,R300 ,R324 ,16814.27,0.98,94293,4
1520,R400 ,R447 ,13936.58,0.81,79488,1
1521,R400 ,R438 ,13481.91,0.79,79709,2
1522,R100 ,R111 ,12006.22,0.7,79527,5
1523,R300 ,R327 ,14753.24,0.86,94693,6
1524,R300 ,R380 ,18225.45,1.06,84745,9
1525,R100 ,R179 ,17651.41,1.03,79686,8
1526,R200 ,R218 ,15836.53,0.92,79652,9
1527,R200 ,R246 ,13418.91,0.78,79960,9
1528,R400 ,R459 ,12496,0.73,79482,1
1529,R300 ,R350 ,13856.34,0.81,79914,4
1530,R100 ,R138 ,14005.68,0.82,78964,5
1531,R300 ,R306 ,12549.21,0.73,85562,6
1532,R400 ,R468 ,14153.75,0.83,79596,1
1533,R400 ,R441 ,13093.09,0.76,79856,3
1534,R100 ,R172 ,14811.02,0.86,81127,5
1535,R300 ,R303 ,11991.54,0.7,79278,6
1536,R300 ,R306 ,13411.79,0.78,94415,6
1537,R100 ,R107 ,13158.31,0.77,79801,7
1538,R100 ,R123 ,13557.97,0.79,79756,7
1539,R100 ,R117 ,17090.09,1,79948,5
1540,R100 ,R161 ,20973.79,1.22,78853,8
1541,R400 ,R411 ,12628.49,0.74,80594,3
1542,R300 ,R341 ,11343.29,0.66,78324,6
1543,R100 ,R144 ,11447.45,0.67,79848,7
1544,R400 ,R459 ,18982.28,1.11,86453,1
1545,R100 ,R172 ,13674.89,0.8,80832,5
1546,R300 ,R336 ,13927.83,0.81,81677,4
1547,R200 ,R240 ,16454.87,0.96,79638,9
1548,R200 ,R232 ,14052.03,0.82,80193,9
1750,R100 ,R178 ,16773.24,0.98,86701,8
1751,R100 ,R178 ,25765.46,1.5,96518,8
1752,R100 ,R178 ,23523.94,1.37,90711,8
1753,R100 ,R178 ,17863.16,1.04,86804,8
1754,R100 ,R178 ,30769.6,1.79,95329,8
1755,R100 ,R178 ,19087.56,1.11,93951,8
1756,R100 ,R144 ,22257.67,1.3,94759,7
1757,R100 ,R144 ,18282.25,1.07,99554,7
1759,R100 ,R144 ,14250.34,0.83,105819,7
1760,R300 ,R365 ,22732.47,1.33,95022,4
1761,R300 ,R334 ,15610.46,0.91,114596,4
1762,R100 ,R138 ,17159.27,1,115418,5
1763,R300 ,R326 ,13275.82,0.77,114551,6
1764,R300 ,R326 ,17831.69,1.04,95616,6
1765,R300 ,R342 ,15134.86,0.88,95689,6
1766,R300 ,R321 ,10585.66,0.62,97674,6
1767,R100 ,R105 ,19927.12,1.16,114575,7
1768,R100 ,R127 ,21937.37,1.28,94945,7
1769,R100 ,R176 ,19421.32,1.13,95171,8
1770,R300 ,R342 ,14799.48,0.86,96337,6
1771,R100 ,R127 ,15920.12,0.93,90966,7
1772,R300 ,R340 ,19001.11,1.11,93637,4
1773,R300 ,R340 ,15456.68,0.9,93900,4
1774,R100 ,R111 ,18948.96,1.11,91645,5
1775,R300 ,R326 ,12125.78,0.71,94203,6
1776,R100 ,R179 ,24149.73,1.41,104154,8
1777,R100 ,R107 ,20862.76,1.22,106299,7
1780,R300 ,R334 ,14634.57,0.85,105923,4
1782,R100 ,R129 ,17875.93,1.04,94771,6
1783,R100 ,R143 ,28589.57,1.67,96198,8
1784,R300 ,R352 ,17720.69,1.03,99779,6
1785,R300 ,R327 ,12582.66,0.73,106014,6
1786,R300 ,R311 ,17185.12,1,106365,6
1787,R300 ,R340 ,23508.66,1.37,95013,4
1788,R100 ,R140 ,15308.04,0.89,94299,5
1789,R100 ,R140 ,15136.51,0.88,94300,5
1790,R300 ,R365 ,12762.2,0.74,95242,4
1791,R100 ,R105 ,22070.27,1.29,94718,7
1792,R100 ,R127 ,15316.64,0.89,93817,7
1793,R300 ,R355 ,17968.3,1.05,79483,4
1794,R300 ,R372 ,12133.4,0.71,83246,4
1795,R300 ,R313 ,15159.33,0.88,94246,4
1796,R400 ,R438 ,14209.43,0.83,81114,2
1797,R300 ,R341 ,11456.25,0.67,94441,6
1798,R400 ,R459 ,19742.26,1.15,83870,2
1799,R100 ,R150 ,14874.78,0.87,81010,5
1800,R100 ,R143 ,20985.04,1.22,84973,7
1801,R100 ,R150 ,20024.08,1.17,94203,5
1802,R400 ,R439 ,12412.8,0.72,81304,1
1803,R400 ,R452 ,9338.3,0.54,60555,1
1804,R100 ,R170 ,17151.46,1,85860,5
1805,R200 ,R250 ,18451.28,1.08,84906,9
1806,R100 ,R175 ,41996.76,2.45,100176,8
1807,R300 ,R362 ,13394.1,0.78,79707,4
1808,R400 ,R451 ,20509.07,1.2,77582,2
1809,R400 ,R462 ,13882.08,0.81,84651,3
1811,R300 ,R302 ,11217.03,0.65,79484,6
1812,R300 ,R322 ,12568.03,0.73,79062,6
1813,R100 ,R176 ,14444.1,0.84,80168,8
1814,R100 ,R178 ,20852.4,1.22,79720,8
1815,R200 ,R201 ,14787.12,0.86,79263,9
1816,R200 ,R201 ,12240.58,0.71,79941,9
1818,R400 ,R424 ,10957.5,0.64,79808,2
1819,R200 ,R247 ,16986.94,0.99,84587,9
1820,R300 ,R314 ,20989.38,1.22,94933,4
1821,R100 ,R144 ,16587.3,0.97,80224,7
1822,R400 ,R446 ,19931.96,1.16,82510,2
1823,R400 ,R450 ,14976.72,0.87,79982,2
1824,R300 ,R371 ,12920.74,0.75,80565,4
1825,R300 ,R340 ,13347.57,0.78,79593,4
1826,R300 ,R372 ,15716.27,0.92,94925,4
1827,R400 ,R441 ,13591.57,0.79,84993,3
1828,R400 ,R454 ,12540.36,0.73,79270,3
1829,R300 ,R350 ,13630.58,0.8,80245,4
1830,R400 ,R438 ,12367.52,0.72,80374,2
1831,R100 ,R124 ,21141.71,1.23,95562,5
1832,R100 ,R124 ,23621.85,1.38,96302,5
1833,R100 ,R101 ,19920.1,1.16,95199,5
1834,R200 ,R206 ,18203.97,1.06,79823,9
1835,R400 ,R468 ,16198.49,0.94,79307,1
1836,R300 ,R306 ,13824.79,0.81,94702,6
1837,R300 ,R303 ,22022.48,1.28,94604,6
1838,R300 ,R379 ,15196.1,0.89,84238,9
1839,R400 ,R439 ,17488.48,1.02,77649,1
1840,R100 ,R123 ,14105.68,0.82,94868,7
1841,R100 ,R170 ,14982.58,0.87,80132,5
1842,R100 ,R144 ,13679.32,0.8,80824,7
1843,R200 ,R232 ,13696.45,0.8,80081,9
1845,R400 ,R461 ,14200.1,0.83,79798,3
1846,R200 ,R201 ,15056.43,0.88,79264,9
1847,R200 ,R260 ,15996.21,0.93,79961,10
1848,R100 ,R138 ,14031.96,0.82,79899,5
1849,R400 ,R423 ,27990.17,1.63,83772,2
1850,R300 ,R326 ,11244.58,0.66,79175,6
1851,R200 ,R245 ,10151.56,0.59,79793,9
1852,R300 ,R327 ,9960.07,0.58,68749,6
1853,R300 ,R315 ,14860.54,0.87,94787,4
1854,R400 ,R448 ,19617.32,1.14,84253,3
1855,R400 ,R447 ,13971.34,0.81,79714,1
1856,R400 ,R451 ,14806.54,0.86,77462,2
1857,R400 ,R466 ,12368.36,0.72,79735,3
1858,R400 ,R457 ,17193.94,1,84751,3
1859,R300 ,R314 ,15253.33,0.89,79869,4
1860,R300 ,R301 ,13214.67,0.77,72279,6
1861,R300 ,R302 ,9311.67,0.54,79778,6
1862,R200 ,R246 ,11821.07,0.69,79669,9
1863,R300 ,R376 ,13649.29,0.8,85204,9
1864,R400 ,R461 ,17747.76,1.04,85456,2
1865,R400 ,R446 ,11907.42,0.69,77515,2
1866,R400 ,R424 ,10758.13,0.63,79831,2
1867,R200 ,R205 ,31419.28,1.83,79816,9
1868,R200 ,R258 ,14414.18,0.84,79799,10
1869,R200 ,R248 ,45817.24,2.67,80760,9
1870,R300 ,R337 ,18913.16,1.1,79925,4
1871,R400 ,R411 ,12212.86,0.71,85340,3
1872,R300 ,R372 ,19657.74,1.15,94874,4
1873,R400 ,R466 ,15246.9,0.89,94627,3
1874,R400 ,R441 ,24903.13,1.45,94237,3
1875,R400 ,R431 ,16289.11,0.95,79478,3
1876,R300 ,R331 ,13350.36,0.78,80856,6
1877,R300 ,R303 ,11647.39,0.68,80199,6
1878,R100 ,R140 ,16216.42,0.95,80705,5
1879,R100 ,R145 ,15869.97,0.93,79855,5
1880,R100 ,R128 ,12781.86,0.75,67129,5
1881,R100 ,R121 ,15113.88,0.88,80071,5
1882,R100 ,R121 ,19062.39,1.11,79353,5
1883,R200 ,R258 ,14822.47,0.86,80070,10
1884,R200 ,R204 ,26238.15,1.53,78984,9
1885,R400 ,R455 ,19118.93,1.12,82904,2
1886,R400 ,R446 ,31838.76,1.86,86008,2
1887,R400 ,R459 ,12041.74,0.7,81088,2
1888,R100 ,R141 ,19317.01,1.13,82762,5
1889,R100 ,R116 ,19939.43,1.16,82383,5
1890,R400 ,R412 ,17656.4,1.03,80944,3
1891,R100 ,R167 ,12439.11,0.73,79208,6
1892,R300 ,R372 ,25971.98,1.51,82176,4
1893,R400 ,R412 ,20082.28,1.17,87646,3
1894,R300 ,R364 ,12266.28,0.72,79414,6
1895,R100 ,R110 ,16457.66,0.96,80015,5
1896,R100 ,R122 ,20302.75,1.18,96907,5
1897,R400 ,R412 ,15691.74,0.92,79834,3
1898,R400 ,R429 ,20319.46,1.19,88165,1
1901,R100 ,R105 ,21258.65,1.24,96988,7
1902,R100 ,R133 ,13075.84,0.76,80221,5
1903,R100 ,R115 ,19720.66,1.15,96988,5
1904,R300 ,R364 ,11880.47,0.69,79922,6
1905,R300 ,R379 ,13713.69,0.8,79842,9
1906,R200 ,R250 ,12129.36,0.71,79837,9
1907,R300 ,R332 ,11750.72,0.69,79740,4
1908,R300 ,R364 ,21818.37,1.27,96878,6
1910,R300 ,R350 ,13878.69,0.81,79101,4
1911,R100 ,R140 ,15783.9,0.92,79857,5
1912,R100 ,R112 ,18813.41,1.1,96663,5
1913,R100 ,R133 ,16319.96,0.95,79888,5
1914,R100 ,R118 ,11945.36,0.7,79962,7
1915,R400 ,R438 ,14269.23,0.83,80280,2
1916,R400 ,R460 ,11931.3,0.7,89345,1
1917,R400 ,R422 ,21152.09,1.23,85221,2
1918,R300 ,R365 ,20249.03,1.18,97938,4
1919,R100 ,R167 ,13211.57,0.77,79993,6
1920,R300 ,R331 ,19359.99,1.13,79428,4
1921,R300 ,R315 ,13109.37,0.76,97974,4
1922,R300 ,R342 ,10731.77,0.63,79641,6
1923,R300 ,R337 ,20608.75,1.2,79484,4
1924,R100 ,R141 ,18602.58,1.09,81866,5
1925,R100 ,R150 ,14823.37,0.86,79914,5
1926,R200 ,R211 ,16035.38,0.94,87307,9
1927,R200 ,R233 ,18089.89,1.06,87498,9
1928,R100 ,R175 ,18484,1.08,96664,8
1929,R400 ,R419 ,13479.94,0.79,84656,2
1930,R400 ,R470 ,19137.52,1.12,84530,1
1931,R400 ,R417 ,13417.49,0.78,79855,3
1932,R300 ,R372 ,17498.3,1.02,96635,4
1933,R100 ,R133 ,15007.42,0.88,79753,5
1934,R300 ,R360 ,15013.3,0.88,96416,4
1935,R300 ,R310 ,17898.13,1.04,96890,4
1936,R200 ,R222 ,21679.63,1.26,78857,9
1937,R300 ,R337 ,13952.96,0.81,79869,4
1938,R400 ,R415 ,10906.67,0.64,79407,3
1939,R100 ,R105 ,12791.38,0.75,79737,7
1940,R100 ,R173 ,12149.04,0.71,80004,5
1941,R300 ,R310 ,17674.22,1.03,79343,4
1942,R400 ,R452 ,11022.64,0.64,79859,1
1943,R100 ,R129 ,13999,0.82,79891,7
1944,R100 ,R129 ,22245.22,1.3,96663,7
1945,R100 ,R129 ,15443.5,0.9,96892,7
1946,R100 ,R172 ,13466.53,0.79,79837,5
1947,R200 ,R259 ,13569.47,0.79,80057,10
1948,R400 ,R424 ,14464.63,0.84,84468,2
1949,R400 ,R454 ,15832.45,0.92,80170,3
1950,R100 ,R122 ,15450.59,0.9,103127,5
1951,R100 ,R147 ,14901.96,0.87,79811,5
1952,R100 ,R118 ,17005.88,0.99,82313,7
1953,R300 ,R341 ,10380.56,0.61,79516,6
1954,R400 ,R459 ,12301.22,0.72,72326,2
1955,R400 ,R460 ,10912.26,0.64,79797,1
1956,R400 ,R460 ,13294.29,0.78,81816,1
1957,R200 ,R259 ,14672.85,0.86,80130,10
1958,R200 ,R248 ,16870.99,0.98,79947,9
1959,R300 ,R374 ,17293.8,1.01,94245,9
1960,R300 ,R379 ,22912.25,1.34,94275,9
1961,R200 ,R232 ,18783.31,1.1,79962,9
1962,R300 ,R306 ,8816.03,0.51,79780,6
1963,R300 ,R369 ,12178.13,0.71,79891,4
1964,R300 ,R336 ,18641.11,1.09,81507,4
1965,R400 ,R468 ,16174.39,0.94,79939,1
1966,R300 ,R313 ,15802.73,0.92,103129,4
1967,R300 ,R314 ,14475.79,0.84,79983,4
1968,R400 ,R417 ,14314.36,0.83,80046,3
1969,R100 ,R173 ,15678.41,0.91,80005,5
1970,R400 ,R411 ,12912.32,0.75,80040,3
1971,R100 ,R137 ,11438.97,0.67,80160,5
1972,R100 ,R169 ,12317.64,0.72,79571,5
1973,R300 ,R348 ,12927.16,0.75,79813,4
1974,R300 ,R315 ,12648.88,0.74,79979,4
1975,R300 ,R311 ,16395.99,0.96,79191,6
1976,R100 ,R177 ,17236.3,1.01,103121,8
1977,R100 ,R123 ,12964.93,0.76,80167,7
1978,R100 ,R173 ,16261.24,0.95,79886,5
1979,R300 ,R327 ,10674.13,0.62,79771,6
1980,R200 ,R239 ,21183.4,1.24,85248,9
1981,R300 ,R342 ,8779.61,0.51,79952,6
1982,R300 ,R341 ,11215.11,0.65,79818,6
1983,R300 ,R369 ,17104.06,1,79918,4
1984,R200 ,R237 ,11877.35,0.69,79974,9
2006,R400 ,R419 ,20153.3,1.18,84532,2
2007,R400 ,R412 ,10893.06,0.64,80028,3
2008,R300 ,R342 ,7908.83,0.46,79922,6
2009,R400 ,R447 ,13109.58,0.76,79743,1
2010,R100 ,R107 ,11830.41,0.69,82264,7
2011,R300 ,R362 ,12315.06,0.72,79954,4
2014,R100 ,R136 ,18046.87,1.05,84554,5
2015,R100 ,R136 ,11773.91,0.69,79827,5
2016,R100 ,R174 ,14287.05,0.83,79738,5
2017,R400 ,R466 ,11668.63,0.68,79714,3
2018,R200 ,R213 ,18777.98,1.1,84121,9
2019,R200 ,R217 ,14515.48,0.85,84567,9
2020,R200 ,R209 ,15833.8,0.92,80485,9
2021,R100 ,R179 ,16619.28,0.97,96887,8
2022,R300 ,R367 ,22285.2,1.3,96822,4
2023,R100 ,R177 ,18884.33,1.1,96607,8
2024,R400 ,R451 ,14800.4,0.86,80050,2
2025,R100 ,R124 ,15418.57,0.9,84509,5
2026,R200 ,R207 ,16593.37,0.97,84476,9
2027,R300 ,R337 ,13010.79,0.76,80042,4
2028,R100 ,R145 ,13746.54,0.8,79786,5
2029,R100 ,R179 ,15920.81,0.93,80039,8
2030,R200 ,R219 ,21262.98,1.24,82356,9
2031,R300 ,R378 ,14390.38,0.84,79793,6
2032,R300 ,R365 ,13460.31,0.79,79763,4
2033,R100 ,R148 ,14546.27,0.85,79707,5
2034,R300 ,R354 ,21253.59,1.24,96696,4
2035,R100 ,R145 ,15469.15,0.9,96887,5
2036,R300 ,R335 ,22126.21,1.29,96990,4
2037,R300 ,R358 ,11518.8,0.67,79906,4
2038,R400 ,R467 ,14318.05,0.84,79753,2
2040,R300 ,R354 ,17063.27,1,79439,4
2041,R100 ,R105 ,12355.08,0.72,83548,7
2042,R300 ,R342 ,16031.24,0.94,96935,6
2043,R100 ,R144 ,12732.6,0.74,79972,7
2044,R100 ,R171 ,11796.18,0.69,80039,5
2045,R400 ,R460 ,13842.5,0.81,78700,1
2046,R100 ,R102 ,15801.65,0.92,97524,5
2048,R100 ,R133 ,15655.3,0.91,80039,5
2051,R200 ,R202 ,16135.06,0.94,82512,9
2052,R100 ,R175 ,17685.1,1.03,96997,8
2053,R300 ,R333 ,13709.08,0.8,80059,4
2055,R300 ,R331 ,13899.73,0.81,79476,4
2056,R300 ,R335 ,16237.46,0.95,96931,4
2057,R300 ,R351 ,21884.11,1.28,81995,4
2058,R300 ,R324 ,14026.92,0.82,79530,4
2059,R300 ,R320 ,15837.23,0.92,96931,4
2061,R300 ,R301 ,11518.39,0.67,79617,6
2062,R300 ,R324 ,15010.69,0.88,79725,4
2063,R300 ,R320 ,22742.94,1.33,97807,4
2064,R300 ,R354 ,12526.87,0.73,79854,4
2065,R300 ,R310 ,14059.85,0.82,96712,4
2066,R300 ,R364 ,13446.13,0.78,79811,6
2067,R300 ,R310 ,14790.46,0.86,95402,4
2068,R100 ,R168 ,12474.44,0.73,79974,5
2069,R300 ,R372 ,19794.26,1.15,96935,4
2070,R100 ,R169 ,18237.02,1.06,82352,5
2071,R400 ,R457 ,13884.61,0.81,79833,3
2072,R400 ,R453 ,15049.46,0.88,80252,3
2073,R400 ,R470 ,12944.49,0.75,79637,1
2074,R300 ,R355 ,10997.2,0.64,79476,4
2075,R400 ,R462 ,16673.55,0.97,85512,3
2076,R400 ,R451 ,11758,0.69,79795,2
2077,R400 ,R430 ,12219.16,0.71,79634,3
2078,R100 ,R116 ,18619.49,1.09,84892,5
2079,R100 ,R141 ,20343.1,1.19,85510,5
2080,R300 ,R362 ,12605.45,0.74,101681,4
2081,R100 ,R121 ,17503.82,1.02,96676,5
2082,R200 ,R244 ,14148.16,0.83,79830,9
2083,R300 ,R375 ,14948.88,0.87,84188,9
2084,R300 ,R369 ,11805.45,0.69,82776,4
2085,R300 ,R348 ,13948.75,0.81,79817,4
2086,R100 ,R169 ,13041.89,0.76,79795,5
2087,R100 ,R145 ,22546.95,1.32,81928,5
2088,R200 ,R233 ,18525.42,1.08,84224,9
2089,R300 ,R353 ,14135.17,0.82,96672,6
2090,R300 ,R355 ,13911.55,0.81,79848,4
2091,R300 ,R334 ,15409.45,0.9,97477,4
2092,R300 ,R318 ,19802.69,1.15,103290,4
2093,R300 ,R364 ,24946.24,1.45,81803,6
2095,R100 ,R129 ,14597.45,0.85,76959,6
2096,R200 ,R218 ,13918.17,0.81,79279,9
2098,R100 ,R167 ,11273.99,0.66,80161,7
2099,R400 ,R431 ,13274.74,0.77,80095,3
2100,R400 ,R430 ,11881.95,0.69,80161,3
2101,R100 ,R126 ,25991.63,1.52,92390,5
2102,R400 ,R424 ,11910.75,0.69,79940,2
2103,R100 ,R118 ,13708.19,0.8,82487,7
2104,R400 ,R422 ,14904.77,0.87,80190,2
2105,R100 ,R135 ,13635.68,0.8,82171,5
2106,R100 ,R146 ,21886.76,1.28,102399,5
2108,R300 ,R358 ,13209.06,0.77,80355,4
2109,R300 ,R349 ,13425.73,0.78,81724,4
2110,R200 ,R260 ,15506.9,0.9,80371,10
2111,R300 ,R371 ,12067.51,0.7,80126,4
2112,R300 ,R305 ,11248.22,0.66,80161,6
